Sample,tank,Species,length,community,treatment
4,24,Ceriodaphnia,0.345,Naive,Control
4,24,Ceriodaphnia,0.367,Naive,Control
4,24,Ceriodaphnia,0.337,Naive,Control
4,24,Ceriodaphnia,0.339,Naive,Control
4,24,Ceriodaphnia,0.407,Naive,Control
4,24,Ceriodaphnia,0.477,Naive,Control
4,24,Ceriodaphnia,0.345,Naive,Control
4,24,Ceriodaphnia,0.335,Naive,Control
4,24,Ceriodaphnia,0.365,Naive,Control
4,24,Ceriodaphnia,0.241,Naive,Control
4,24,Ceriodaphnia,0.357,Naive,Control
4,24,Ceriodaphnia,0.512,Naive,Control
4,24,Ceriodaphnia,0.361,Naive,Control
4,24,Ceriodaphnia,0.361,Naive,Control
4,24,Ceriodaphnia,0.662,Naive,Control
4,24,Ceriodaphnia,0.327,Naive,Control
4,24,Ceriodaphnia,0.389,Naive,Control
4,24,Ceriodaphnia,0.438,Naive,Control
4,24,Ceriodaphnia,0.602,Naive,Control
4,24,Ceriodaphnia,0.326,Naive,Control
4,24,Ceriodaphnia,0.509,Naive,Control
4,24,Ceriodaphnia,0.337,Naive,Control
4,24,Ceriodaphnia,0.362,Naive,Control
4,24,Cyclopoid,0.405,Naive,Control
4,24,Cyclopoid,0.443,Naive,Control
4,24,Cyclopoid,0.207,Naive,Control
4,24,Cyclopoid,0.369,Naive,Control
4,24,Cyclopoid,0.692,Naive,Control
4,24,Cyclopoid,0.406,Naive,Control
4,24,Cyclopoid,0.731,Naive,Control
4,24,Daphnia,1.127,Naive,Control
4,24,Daphnia,0.553,Naive,Control
4,24,Daphnia,0.808,Naive,Control
4,24,Daphnia,0.577,Naive,Control
4,24,Daphnia,0.538,Naive,Control
4,24,Polyphemus,0.73,Naive,Control
4,24,Polyphemus,0.329,Naive,Control
4,24,Polyphemus,0.594,Naive,Control
4,21,Calanoid,0.949,Naive,Free
4,21,Calanoid,0.581,Naive,Free
4,21,Calanoid,0.809,Naive,Free
4,21,Calanoid,0.657,Naive,Free
4,21,Calanoid,0.987,Naive,Free
4,21,Calanoid,0.757,Naive,Free
4,21,Calanoid,0.677,Naive,Free
4,21,Calanoid,1.01,Naive,Free
4,21,Calanoid,0.922,Naive,Free
4,21,Calanoid,0.869,Naive,Free
4,21,Calanoid,0.947,Naive,Free
4,21,Calanoid,0.787,Naive,Free
4,21,Calanoid,0.854,Naive,Free
4,21,Calanoid,0.777,Naive,Free
4,21,Calanoid,0.858,Naive,Free
4,21,Calanoid,0.912,Naive,Free
4,21,Calanoid,0.959,Naive,Free
4,21,Calanoid,0.774,Naive,Free
4,21,Calanoid,0.8,Naive,Free
4,21,Calanoid,0.938,Naive,Free
4,21,Calanoid,0.973,Naive,Free
4,21,Calanoid,0.87,Naive,Free
4,21,Calanoid,0.789,Naive,Free
4,21,Calanoid,0.833,Naive,Free
4,21,Calanoid,0.829,Naive,Free
4,21,Calanoid,0.409,Naive,Free
4,21,Calanoid,1.009,Naive,Free
4,21,Calanoid,0.789,Naive,Free
4,21,Calanoid,1,Naive,Free
4,21,Cyclopoid,0.525,Naive,Free
4,21,Cyclopoid,0.577,Naive,Free
4,21,Cyclopoid,0.304,Naive,Free
4,21,Cyclopoid,0.559,Naive,Free
4,21,Cyclopoid,0.286,Naive,Free
4,21,Cyclopoid,0.407,Naive,Free
4,21,Cyclopoid,0.565,Naive,Free
4,21,Cyclopoid,0.384,Naive,Free
4,21,Cyclopoid,0.529,Naive,Free
4,21,Cyclopoid,0.562,Naive,Free
4,21,Cyclopoid,0.41,Naive,Free
4,21,Cyclopoid,0.354,Naive,Free
4,21,Cyclopoid,0.361,Naive,Free
4,21,Cyclopoid,0.387,Naive,Free
4,21,Cyclopoid,0.471,Naive,Free
4,21,Cyclopoid,0.517,Naive,Free
4,21,Cyclopoid,0.442,Naive,Free
4,21,Cyclopoid,0.349,Naive,Free
4,21,Cyclopoid,0.293,Naive,Free
4,21,Cyclopoid,0.275,Naive,Free
4,21,Cyclopoid,0.318,Naive,Free
4,21,Cyclopoid,0.271,Naive,Free
4,21,Cyclopoid,0.258,Naive,Free
4,21,Cyclopoid,0.263,Naive,Free
4,21,Cyclopoid,0.334,Naive,Free
4,21,Cyclopoid,0.555,Naive,Free
4,21,Cyclopoid,0.344,Naive,Free
4,21,Cyclopoid,0.566,Naive,Free
4,21,Cyclopoid,0.374,Naive,Free
4,21,Daphnia,0.59485,Naive,Free
4,28,Calanoid,0.348,Experienced,Free
4,28,Calanoid,0.57,Experienced,Free
4,28,Calanoid,0.369,Experienced,Free
4,28,Calanoid,0.372,Experienced,Free
4,28,Calanoid,0.373,Experienced,Free
4,28,Calanoid,0.38,Experienced,Free
4,28,Calanoid,0.384,Experienced,Free
4,28,Calanoid,0.443,Experienced,Free
4,28,Calanoid,0.91,Experienced,Free
4,28,Calanoid,1.013,Experienced,Free
4,28,Calanoid,1.115,Experienced,Free
4,28,Calanoid,0.471,Experienced,Free
4,28,Calanoid,0.363,Experienced,Free
4,28,Calanoid,0.342,Experienced,Free
4,28,Calanoid,0.367,Experienced,Free
4,28,Calanoid,0.857,Experienced,Free
4,28,Calanoid,0.393,Experienced,Free
4,28,Calanoid,1.031,Experienced,Free
4,28,Calanoid,0.388,Experienced,Free
4,28,Calanoid,1.059,Experienced,Free
4,28,Calanoid,0.353,Experienced,Free
4,28,Calanoid,0.741,Experienced,Free
4,28,Calanoid,0.769,Experienced,Free
4,28,Calanoid,1.065,Experienced,Free
4,28,Calanoid,0.743,Experienced,Free
4,28,Calanoid,0.559,Experienced,Free
4,28,Calanoid,0.776,Experienced,Free
4,28,Cyclopoid,0.372,Experienced,Free
4,28,Cyclopoid,0.509,Experienced,Free
4,28,Cyclopoid,0.416,Experienced,Free
4,28,Cyclopoid,0.521,Experienced,Free
4,28,Cyclopoid,0.316,Experienced,Free
4,28,Cyclopoid,0.359,Experienced,Free
4,28,Cyclopoid,0.645,Experienced,Free
4,28,Cyclopoid,0.648,Experienced,Free
4,28,Cyclopoid,0.583,Experienced,Free
4,28,Cyclopoid,0.382,Experienced,Free
4,28,Cyclopoid,0.349,Experienced,Free
4,28,Cyclopoid,0.375,Experienced,Free
4,28,Cyclopoid,0.54,Experienced,Free
4,28,Cyclopoid,0.362,Experienced,Free
4,28,Cyclopoid,0.314,Experienced,Free
4,28,Cyclopoid,0.337,Experienced,Free
4,28,Cyclopoid,0.441,Experienced,Free
4,28,Cyclopoid,0.31,Experienced,Free
4,28,Cyclopoid,0.484,Experienced,Free
4,28,Cyclopoid,0.441,Experienced,Free
4,28,Cyclopoid,0.266,Experienced,Free
4,28,Cyclopoid,0.627,Experienced,Free
4,28,Cyclopoid,0.284,Experienced,Free
4,28,Cyclopoid,0.411,Experienced,Free
4,28,Cyclopoid,0.54,Experienced,Free
4,28,Cyclopoid,0.465,Experienced,Free
4,28,Cyclopoid,0.452,Experienced,Free
4,28,Cyclopoid,0.463,Experienced,Free
4,28,Cyclopoid,0.347,Experienced,Free
4,25,Calanoid,0.365,Experienced,Control
4,25,Calanoid,0.368,Experienced,Control
4,25,Calanoid,0.363,Experienced,Control
4,25,Calanoid,0.418,Experienced,Control
4,25,Calanoid,0.486,Experienced,Control
4,25,Calanoid,1.074,Experienced,Control
4,25,Calanoid,0.828,Experienced,Control
4,25,Cyclopoid,0.601,Experienced,Control
4,25,Cyclopoid,0.38,Experienced,Control
4,25,Cyclopoid,0.65,Experienced,Control
4,25,Cyclopoid,0.395,Experienced,Control
4,25,Cyclopoid,0.345,Experienced,Control
4,25,Cyclopoid,0.373,Experienced,Control
4,25,Cyclopoid,0.378,Experienced,Control
4,25,Cyclopoid,0.459,Experienced,Control
4,25,Cyclopoid,0.517,Experienced,Control
4,25,Cyclopoid,0.532,Experienced,Control
4,25,Cyclopoid,0.645,Experienced,Control
4,25,Cyclopoid,0.38,Experienced,Control
4,25,Cyclopoid,0.499,Experienced,Control
4,25,Cyclopoid,0.571,Experienced,Control
4,25,Daphnia,0.854,Experienced,Control
4,25,Daphnia,0.861,Experienced,Control
4,25,Daphnia,0.643,Experienced,Control
4,25,Daphnia,0.817,Experienced,Control
4,25,Daphnia,0.672,Experienced,Control
4,25,Daphnia,0.674,Experienced,Control
4,25,Daphnia,0.564,Experienced,Control
4,25,Daphnia,0.726,Experienced,Control
4,25,Daphnia,0.613,Experienced,Control
4,25,Daphnia,0.751,Experienced,Control
4,25,Daphnia,0.891,Experienced,Control
4,25,Daphnia,0.525,Experienced,Control
4,25,Daphnia,0.951,Experienced,Control
4,25,Daphnia,0.725,Experienced,Control
4,25,Daphnia,0.711,Experienced,Control
4,25,Daphnia,0.467,Experienced,Control
4,25,Daphnia,0.67,Experienced,Control
4,25,Daphnia,0.711,Experienced,Control
4,25,Daphnia,0.701,Experienced,Control
4,25,Daphnia,0.896,Experienced,Control
4,25,Daphnia,0.506,Experienced,Control
4,25,Daphnia,0.832,Experienced,Control
4,25,Daphnia,0.689,Experienced,Control
4,25,Daphnia,0.809,Experienced,Control
4,25,Daphnia,0.744,Experienced,Control
4,25,Daphnia,0.867,Experienced,Control
4,26,Calanoid,0.786,Naive,Caged
4,26,Calanoid,0.888,Naive,Caged
4,26,Calanoid,0.777,Naive,Caged
4,26,Calanoid,0.942,Naive,Caged
4,26,Calanoid,1.047,Naive,Caged
4,26,Calanoid,0.938,Naive,Caged
4,26,Calanoid,0.979,Naive,Caged
4,26,Calanoid,0.917,Naive,Caged
4,26,Calanoid,0.935,Naive,Caged
4,26,Calanoid,0.697,Naive,Caged
4,26,Calanoid,0.669,Naive,Caged
4,26,Calanoid,0.959,Naive,Caged
4,26,Calanoid,0.81,Naive,Caged
4,26,Calanoid,0.8,Naive,Caged
4,26,Calanoid,0.832,Naive,Caged
4,26,Calanoid,0.972,Naive,Caged
4,26,Calanoid,1.01,Naive,Caged
4,26,Calanoid,0.718,Naive,Caged
4,26,Calanoid,0.813,Naive,Caged
4,26,Calanoid,0.824,Naive,Caged
4,26,Calanoid,1.04,Naive,Caged
4,26,Calanoid,0.851,Naive,Caged
4,26,Calanoid,0.996,Naive,Caged
4,26,Calanoid,0.723,Naive,Caged
4,26,Calanoid,0.744,Naive,Caged
4,26,Calanoid,0.902,Naive,Caged
4,26,Calanoid,1.005,Naive,Caged
4,26,Calanoid,0.884,Naive,Caged
4,26,Calanoid,0.519,Naive,Caged
4,26,Calanoid,0.999,Naive,Caged
4,26,Ceriodaphnia,0.375,Naive,Caged
4,26,Ceriodaphnia,0.412,Naive,Caged
4,26,Ceriodaphnia,0.606,Naive,Caged
4,26,Ceriodaphnia,0.434,Naive,Caged
4,26,Ceriodaphnia,0.531,Naive,Caged
4,26,Ceriodaphnia,0.425,Naive,Caged
4,26,Ceriodaphnia,0.712,Naive,Caged
4,26,Ceriodaphnia,0.527,Naive,Caged
4,26,Ceriodaphnia,0.505,Naive,Caged
4,26,Ceriodaphnia,0.67,Naive,Caged
4,26,Ceriodaphnia,0.636,Naive,Caged
4,26,Ceriodaphnia,0.37,Naive,Caged
4,26,Ceriodaphnia,0.491,Naive,Caged
4,26,Ceriodaphnia,0.47,Naive,Caged
4,26,Ceriodaphnia,0.405,Naive,Caged
4,26,Ceriodaphnia,0.553,Naive,Caged
4,26,Ceriodaphnia,0.646,Naive,Caged
4,26,Ceriodaphnia,0.613,Naive,Caged
4,26,Ceriodaphnia,0.355,Naive,Caged
4,26,Ceriodaphnia,0.536,Naive,Caged
4,26,Ceriodaphnia,0.372,Naive,Caged
4,26,Ceriodaphnia,0.472,Naive,Caged
4,26,Ceriodaphnia,0.393,Naive,Caged
4,26,Ceriodaphnia,0.412,Naive,Caged
4,26,Ceriodaphnia,0.479,Naive,Caged
4,26,Ceriodaphnia,0.662,Naive,Caged
4,26,Ceriodaphnia,0.344,Naive,Caged
4,26,Ceriodaphnia,0.419,Naive,Caged
4,26,Ceriodaphnia,0.722,Naive,Caged
4,26,Ceriodaphnia,0.429,Naive,Caged
4,26,Ceriodaphnia,0.643,Naive,Caged
4,26,Ceriodaphnia,0.58,Naive,Caged
4,26,Cyclopoid,0.565596,Naive,Caged
4,26,Cyclopoid,0.34114,Naive,Caged
4,26,Cyclopoid,0.215587,Naive,Caged
4,26,Cyclopoid,0.237125,Naive,Caged
4,26,Cyclopoid,0.387568,Naive,Caged
4,26,Cyclopoid,0.461849,Naive,Caged
4,26,Daphnia,1.028,Naive,Caged
4,26,Daphnia,0.532,Naive,Caged
4,26,Daphnia,0.505,Naive,Caged
4,26,Daphnia,0.889,Naive,Caged
4,26,Daphnia,0.527,Naive,Caged
4,26,Daphnia,0.742,Naive,Caged
4,26,Daphnia,0.494,Naive,Caged
4,26,Daphnia,0.458,Naive,Caged
4,26,Daphnia,0.481,Naive,Caged
4,26,Daphnia,0.706,Naive,Caged
4,26,Daphnia,0.479,Naive,Caged
4,26,Daphnia,0.592,Naive,Caged
4,26,Daphnia,0.504,Naive,Caged
4,26,Daphnia,0.738,Naive,Caged
4,26,Daphnia,0.659,Naive,Caged
4,26,Daphnia,0.783,Naive,Caged
4,26,Daphnia,1.067,Naive,Caged
4,26,Daphnia,0.476,Naive,Caged
4,26,Daphnia,0.575,Naive,Caged
4,26,Daphnia,0.472,Naive,Caged
4,26,Daphnia,0.842,Naive,Caged
4,26,Daphnia,0.616,Naive,Caged
4,26,Daphnia,0.453,Naive,Caged
4,26,Daphnia,0.555,Naive,Caged
4,26,Daphnia,0.346,Naive,Caged
4,26,Polyphemus,0.495,Naive,Caged
4,26,Polyphemus,0.366,Naive,Caged
4,26,Polyphemus,0.472,Naive,Caged
4,26,Polyphemus,0.322,Naive,Caged
4,26,Polyphemus,0.458,Naive,Caged
4,26,Polyphemus,0.479,Naive,Caged
4,26,Polyphemus,0.496,Naive,Caged
4,26,Polyphemus,0.594,Naive,Caged
4,26,Polyphemus,0.372,Naive,Caged
4,26,Polyphemus,0.408,Naive,Caged
4,26,Polyphemus,0.6,Naive,Caged
4,26,Polyphemus,0.497,Naive,Caged
4,26,Polyphemus,0.574,Naive,Caged
4,26,Polyphemus,0.619,Naive,Caged
4,26,Polyphemus,0.479,Naive,Caged
4,26,Polyphemus,0.426,Naive,Caged
4,26,Polyphemus,0.46,Naive,Caged
4,26,Polyphemus,0.56,Naive,Caged
4,26,Polyphemus,0.581,Naive,Caged
4,26,Polyphemus,0.519,Naive,Caged
4,26,Polyphemus,0.502,Naive,Caged
4,11,Cyclopoid,0.572,Experienced,Caged
4,11,Cyclopoid,0.681,Experienced,Caged
4,11,Cyclopoid,0.632,Experienced,Caged
4,11,Cyclopoid,0.581,Experienced,Caged
4,11,Cyclopoid,0.681,Experienced,Caged
4,11,Cyclopoid,0.605,Experienced,Caged
4,11,Cyclopoid,0.476,Experienced,Caged
4,11,Cyclopoid,0.674,Experienced,Caged
4,11,Cyclopoid,0.61,Experienced,Caged
4,11,Cyclopoid,0.598,Experienced,Caged
4,11,Cyclopoid,0.408,Experienced,Caged
4,11,Cyclopoid,0.649,Experienced,Caged
4,11,Cyclopoid,0.598,Experienced,Caged
4,11,Cyclopoid,0.418,Experienced,Caged
4,11,Cyclopoid,0.617,Experienced,Caged
4,11,Cyclopoid,0.63,Experienced,Caged
4,11,Cyclopoid,0.519,Experienced,Caged
4,11,Cyclopoid,0.604,Experienced,Caged
4,11,Cyclopoid,0.467,Experienced,Caged
4,11,Cyclopoid,0.651,Experienced,Caged
4,11,Cyclopoid,0.68,Experienced,Caged
4,11,Cyclopoid,0.533,Experienced,Caged
4,11,Cyclopoid,0.565,Experienced,Caged
4,11,Cyclopoid,0.728,Experienced,Caged
4,11,Cyclopoid,0.645,Experienced,Caged
4,11,Calanoid,0.942,Experienced,Caged
4,11,Calanoid,0.803,Experienced,Caged
4,11,Calanoid,0.812,Experienced,Caged
4,11,Calanoid,0.751,Experienced,Caged
4,11,Calanoid,0.828,Experienced,Caged
4,11,Calanoid,0.344,Experienced,Caged
4,11,Calanoid,1.09,Experienced,Caged
4,11,Daphnia,0.936,Experienced,Caged
4,11,Daphnia,0.554,Experienced,Caged
4,11,Daphnia,1.283,Experienced,Caged
4,11,Daphnia,0.975,Experienced,Caged
4,11,Daphnia,0.486,Experienced,Caged
4,11,Daphnia,0.78,Experienced,Caged
4,11,Daphnia,0.566,Experienced,Caged
4,11,Daphnia,1.192,Experienced,Caged
4,11,Daphnia,0.724,Experienced,Caged
4,11,Daphnia,0.965,Experienced,Caged
4,11,Daphnia,0.833,Experienced,Caged
4,11,Daphnia,0.925,Experienced,Caged
4,11,Daphnia,0.842,Experienced,Caged
4,11,Daphnia,0.724,Experienced,Caged
4,11,Daphnia,1.294,Experienced,Caged
4,11,Daphnia,1.012,Experienced,Caged
4,11,Daphnia,0.83,Experienced,Caged
4,11,Daphnia,0.738,Experienced,Caged
4,11,Daphnia,0.954,Experienced,Caged
4,11,Daphnia,0.892,Experienced,Caged
4,6,Calanoid,0.756,Experienced,Caged
4,6,Calanoid,0.823,Experienced,Caged
4,6,Calanoid,0.984,Experienced,Caged
4,6,Calanoid,1.041,Experienced,Caged
4,6,Calanoid,1.024,Experienced,Caged
4,6,Cyclopoid,0.626,Experienced,Caged
4,6,Cyclopoid,0.635,Experienced,Caged
4,6,Cyclopoid,0.689,Experienced,Caged
4,6,Cyclopoid,0.444,Experienced,Caged
4,6,Cyclopoid,0.519,Experienced,Caged
4,6,Cyclopoid,0.66,Experienced,Caged
4,6,Cyclopoid,0.581,Experienced,Caged
4,6,Cyclopoid,0.496,Experienced,Caged
4,6,Cyclopoid,0.479,Experienced,Caged
4,6,Cyclopoid,0.525,Experienced,Caged
4,6,Cyclopoid,0.555,Experienced,Caged
4,6,Cyclopoid,0.663,Experienced,Caged
4,6,Cyclopoid,0.514,Experienced,Caged
4,6,Cyclopoid,0.661,Experienced,Caged
4,6,Cyclopoid,0.594,Experienced,Caged
4,6,Cyclopoid,0.667,Experienced,Caged
4,6,Cyclopoid,0.54,Experienced,Caged
4,6,Cyclopoid,0.553,Experienced,Caged
4,6,Cyclopoid,0.447,Experienced,Caged
4,6,Cyclopoid,0.684,Experienced,Caged
4,6,Cyclopoid,0.67,Experienced,Caged
4,6,Cyclopoid,0.534,Experienced,Caged
4,6,Cyclopoid,0.604,Experienced,Caged
4,6,Cyclopoid,0.642,Experienced,Caged
4,6,Cyclopoid,0.577,Experienced,Caged
4,6,Cyclopoid,0.548,Experienced,Caged
4,6,Cyclopoid,0.66,Experienced,Caged
4,6,Cyclopoid,0.578,Experienced,Caged
4,6,Cyclopoid,0.567,Experienced,Caged
4,6,Daphnia,0.879,Experienced,Caged
4,6,Daphnia,0.889,Experienced,Caged
4,6,Daphnia,0.894,Experienced,Caged
4,6,Daphnia,0.825,Experienced,Caged
4,6,Daphnia,0.709,Experienced,Caged
4,6,Daphnia,0.875,Experienced,Caged
4,6,Daphnia,0.769,Experienced,Caged
4,6,Daphnia,0.631,Experienced,Caged
4,6,Daphnia,0.728,Experienced,Caged
4,6,Daphnia,0.923,Experienced,Caged
4,6,Daphnia,0.672,Experienced,Caged
4,6,Daphnia,0.714,Experienced,Caged
4,6,Daphnia,0.778,Experienced,Caged
4,6,Daphnia,0.708,Experienced,Caged
4,6,Daphnia,0.854,Experienced,Caged
4,6,Daphnia,0.866,Experienced,Caged
4,6,Daphnia,0.672,Experienced,Caged
4,6,Daphnia,0.763,Experienced,Caged
4,6,Daphnia,0.851,Experienced,Caged
4,6,Daphnia,0.591,Experienced,Caged
4,6,Daphnia,0.757,Experienced,Caged
4,6,Daphnia,0.751,Experienced,Caged
4,2,Calanoid,0.815,Experienced,Control
4,2,Calanoid,0.423,Experienced,Control
4,2,Calanoid,0.519,Experienced,Control
4,2,Calanoid,0.498,Experienced,Control
4,2,Calanoid,0.436,Experienced,Control
4,2,Calanoid,0.423,Experienced,Control
4,2,Calanoid,0.409,Experienced,Control
4,2,Calanoid,0.44,Experienced,Control
4,2,Calanoid,0.799,Experienced,Control
4,2,Calanoid,0.422,Experienced,Control
4,2,Calanoid,0.718,Experienced,Control
4,2,Calanoid,0.463,Experienced,Control
4,2,Calanoid,0.432,Experienced,Control
4,2,Calanoid,0.447,Experienced,Control
4,2,Calanoid,0.58,Experienced,Control
4,2,Calanoid,0.428,Experienced,Control
4,2,Calanoid,0.383,Experienced,Control
4,2,Cyclopoid,0.405,Experienced,Control
4,2,Cyclopoid,0.326,Experienced,Control
4,2,Cyclopoid,0.334,Experienced,Control
4,2,Daphnia,0.605,Experienced,Control
4,2,Daphnia,1.141,Experienced,Control
4,2,Daphnia,0.938,Experienced,Control
4,2,Daphnia,0.578,Experienced,Control
4,2,Daphnia,1.031,Experienced,Control
4,2,Daphnia,0.852,Experienced,Control
4,2,Daphnia,0.958,Experienced,Control
4,2,Daphnia,0.85,Experienced,Control
4,2,Daphnia,0.784,Experienced,Control
4,2,Daphnia,0.825,Experienced,Control
4,2,Daphnia,1.098,Experienced,Control
4,2,Daphnia,0.985,Experienced,Control
4,2,Daphnia,0.921,Experienced,Control
4,2,Daphnia,0.91,Experienced,Control
4,2,Daphnia,0.852,Experienced,Control
4,2,Daphnia,0.605,Experienced,Control
4,2,Daphnia,0.934,Experienced,Control
4,2,Daphnia,0.795,Experienced,Control
4,2,Daphnia,1.148,Experienced,Control
4,2,Daphnia,1.029,Experienced,Control
4,8,Cyclopoid,0.433,Experienced,Free
4,8,Cyclopoid,0.452,Experienced,Free
4,8,Cyclopoid,0.435,Experienced,Free
4,8,Cyclopoid,0.569,Experienced,Free
4,8,Cyclopoid,0.38,Experienced,Free
4,8,Cyclopoid,0.643,Experienced,Free
4,8,Cyclopoid,0.664,Experienced,Free
4,8,Cyclopoid,0.32,Experienced,Free
4,8,Cyclopoid,0.398,Experienced,Free
4,8,Cyclopoid,0.616,Experienced,Free
4,8,Cyclopoid,0.396,Experienced,Free
4,8,Cyclopoid,0.366,Experienced,Free
4,8,Cyclopoid,0.3,Experienced,Free
4,8,Cyclopoid,0.462,Experienced,Free
4,8,Cyclopoid,0.568,Experienced,Free
4,8,Cyclopoid,0.463,Experienced,Free
4,8,Cyclopoid,0.447,Experienced,Free
4,8,Cyclopoid,0.339,Experienced,Free
4,8,Cyclopoid,0.734,Experienced,Free
4,8,Cyclopoid,0.557,Experienced,Free
4,8,Cyclopoid,0.508,Experienced,Free
4,8,Cyclopoid,0.348,Experienced,Free
4,8,Cyclopoid,0.411,Experienced,Free
4,8,Calanoid,0.461,Experienced,Free
4,8,Calanoid,0.982,Experienced,Free
4,8,Calanoid,0.596,Experienced,Free
4,8,Calanoid,0.853,Experienced,Free
4,8,Calanoid,0.324,Experienced,Free
4,8,Calanoid,0.326,Experienced,Free
4,8,Calanoid,0.6,Experienced,Free
4,8,Calanoid,0.867,Experienced,Free
4,8,Calanoid,0.27,Experienced,Free
4,8,Calanoid,1.119,Experienced,Free
4,8,Calanoid,0.91,Experienced,Free
4,8,Calanoid,0.351,Experienced,Free
4,8,Calanoid,1.231,Experienced,Free
4,8,Calanoid,1.022,Experienced,Free
4,8,Calanoid,1.039,Experienced,Free
4,8,Calanoid,1.035,Experienced,Free
4,8,Calanoid,0.527,Experienced,Free
4,8,Daphnia,0.775,Experienced,Free
4,17,Daphnia,0.664,Experienced,Caged
4,17,Daphnia,0.697,Experienced,Caged
4,17,Daphnia,0.907,Experienced,Caged
4,17,Daphnia,0.873,Experienced,Caged
4,17,Daphnia,0.66,Experienced,Caged
4,17,Daphnia,0.853,Experienced,Caged
4,17,Daphnia,0.928,Experienced,Caged
4,17,Daphnia,0.671,Experienced,Caged
4,17,Daphnia,0.773,Experienced,Caged
4,17,Daphnia,0.554,Experienced,Caged
4,17,Daphnia,0.882,Experienced,Caged
4,17,Daphnia,0.953,Experienced,Caged
4,17,Daphnia,0.733,Experienced,Caged
4,17,Daphnia,0.714,Experienced,Caged
4,17,Daphnia,0.821,Experienced,Caged
4,17,Daphnia,0.821,Experienced,Caged
4,17,Daphnia,0.848,Experienced,Caged
4,17,Daphnia,0.724,Experienced,Caged
4,17,Daphnia,0.607,Experienced,Caged
4,17,Daphnia,0.85,Experienced,Caged
4,17,Daphnia,0.771,Experienced,Caged
4,17,Daphnia,0.884,Experienced,Caged
4,17,Daphnia,0.874,Experienced,Caged
4,17,Daphnia,0.508,Experienced,Caged
4,17,Cyclopoid,0.327,Experienced,Caged
4,17,Cyclopoid,0.475,Experienced,Caged
4,17,Cyclopoid,0.333,Experienced,Caged
4,17,Cyclopoid,0.649,Experienced,Caged
4,17,Cyclopoid,0.301,Experienced,Caged
4,17,Cyclopoid,0.457,Experienced,Caged
4,17,Cyclopoid,0.419,Experienced,Caged
4,17,Cyclopoid,0.297,Experienced,Caged
4,17,Cyclopoid,0.488,Experienced,Caged
4,17,Cyclopoid,0.393,Experienced,Caged
4,17,Cyclopoid,0.611,Experienced,Caged
4,17,Cyclopoid,0.421,Experienced,Caged
4,17,Cyclopoid,0.598,Experienced,Caged
4,17,Cyclopoid,0.357,Experienced,Caged
4,17,Cyclopoid,0.366,Experienced,Caged
4,17,Cyclopoid,0.535,Experienced,Caged
4,17,Cyclopoid,0.406,Experienced,Caged
4,17,Cyclopoid,0.44,Experienced,Caged
4,17,Cyclopoid,0.385,Experienced,Caged
4,17,Cyclopoid,0.634,Experienced,Caged
4,17,Cyclopoid,0.368,Experienced,Caged
4,17,Cyclopoid,0.556,Experienced,Caged
4,17,Cyclopoid,0.43,Experienced,Caged
4,17,Calanoid,0.366,Experienced,Caged
4,17,Calanoid,0.356,Experienced,Caged
4,17,Calanoid,0.398,Experienced,Caged
4,7,Daphnia,0.878,Naive,Free
4,7,Cyclopoid,0.633,Naive,Free
4,7,Cyclopoid,0.551,Naive,Free
4,7,Cyclopoid,0.622,Naive,Free
4,7,Cyclopoid,0.543,Naive,Free
4,7,Cyclopoid,0.43,Naive,Free
4,7,Cyclopoid,0.602,Naive,Free
4,7,Calanoid,1.088,Naive,Free
4,7,Calanoid,0.94,Naive,Free
4,7,Calanoid,0.932,Naive,Free
4,7,Calanoid,1.042,Naive,Free
4,7,Calanoid,0.972,Naive,Free
4,7,Calanoid,0.761,Naive,Free
4,7,Calanoid,0.759,Naive,Free
4,7,Calanoid,0.829,Naive,Free
4,7,Calanoid,0.752,Naive,Free
4,7,Calanoid,0.787,Naive,Free
4,7,Calanoid,0.77,Naive,Free
4,7,Calanoid,0.986,Naive,Free
4,7,Calanoid,0.76,Naive,Free
4,7,Calanoid,1.067,Naive,Free
4,7,Calanoid,1.001,Naive,Free
4,7,Calanoid,0.984,Naive,Free
4,7,Calanoid,1.16,Naive,Free
4,7,Calanoid,0.989,Naive,Free
4,7,Calanoid,1,Naive,Free
4,7,Calanoid,1.123,Naive,Free
4,7,Calanoid,0.817,Naive,Free
4,7,Calanoid,0.997,Naive,Free
4,7,Calanoid,0.829,Naive,Free
4,7,Calanoid,0.832,Naive,Free
4,7,Calanoid,0.843,Naive,Free
4,7,Calanoid,0.456,Naive,Free
4,7,Calanoid,0.983,Naive,Free
4,22,Daphnia,0.925,Experienced,Caged
4,22,Daphnia,0.737,Experienced,Caged
4,22,Daphnia,0.571,Experienced,Caged
4,22,Daphnia,0.936,Experienced,Caged
4,22,Daphnia,0.959,Experienced,Caged
4,22,Daphnia,1.197,Experienced,Caged
4,22,Daphnia,0.818,Experienced,Caged
4,22,Daphnia,0.652,Experienced,Caged
4,22,Daphnia,0.696,Experienced,Caged
4,22,Daphnia,0.835,Experienced,Caged
4,22,Daphnia,0.796,Experienced,Caged
4,22,Daphnia,0.707,Experienced,Caged
4,22,Daphnia,0.724,Experienced,Caged
4,22,Daphnia,0.728,Experienced,Caged
4,22,Daphnia,0.708,Experienced,Caged
4,22,Daphnia,0.869,Experienced,Caged
4,22,Daphnia,0.792,Experienced,Caged
